Zeit,Ungesteuertes_Laden,PV-Einspeisung_Gesamt,PV-Erzeugung_Gesamt,PV_Eigenverbrauch,BHKW_Erzeugung_Gesamt,BHKW_Einspeisung_Gesamt,BHKW_Eigenverbruach,Einspeisung_Gesamt,Szenario1_Deckung_Mobilitaet_durch_Eigenerzeugung,Szenario1_Deckung_Mobilitaet_durch_Netzbezug,Szenario2_Deckung_Mobilitaet_durch_Eigenerzeugung,Szenario2_Deckung_Mobilitaet_durch_Netzbezug,Szenario3_Deckung_Mobilitaet_durch_Eigenerzeugung,Szenario3_Deckung_Mobilitaet_durch_Netzbezug,Szenario4_Deckung_Mobilitaet_durch_Eigenerzeugung,Szenario4_Deckung_Mobilitaet_durch_Netzbezug,Einspeisung_bei_Eigenbedarfsdeckung,Szenario1_Einspeisung_Rest,Szenario2_Einspeisung_Rest,Szenario3_Einspeisung_Rest,Szenario4_Einspeisung_Rest,Stromverbrauch_SLP_H0
2022,44.055,1.092.642.153,1.519.756.914,4.271.147.607,91.386.333,5.727.382.075,3.411.251.225,166.538.036,3.136.857.233,1.268.642.767,1.711.772,2.693.728,3.861.316.767,0.544183233,0.141616581,4.263.883.419,6.201.999.136,1.048.587.153,5.286.832.075,162.132.536,1.796.499.136,691.748
